위도,경도,시설유형,읍면동,안심귀갓길명,관리기관,세부위치
37.471758,127.106021,112위치신고,율현동,수서안심07,대왕파출소,밤고개로24길44 앞
37.471721,127.105914,보안등,율현동,수서안심07,,밤고개로24길44 앞
37.471433,127.105816,보안등,율현동,수서안심07,,밤고개로24길50 옆
37.471145,127.105629,112위치신고,율현동,수서안심07,대왕파출소,범개로화실 옆
37.471145,127.105629,보안등,율현동,수서안심07,,범개로화실 옆
37.470671,127.105327,112위치신고,율현동,수서안심07,대왕파출소,방죽1시니어센터 옆
37.470671,127.105327,보안등,율현동,수서안심07,,방죽1시니어센터 옆
37.470361,127.104956,112위치신고,율현동,수서안심07,대왕파출소,윗방죽마을공원 옆
37.470361,127.104956,보안등,율현동,수서안심07,,윗방죽마을공원 옆
37.470301,127.104862,CCTV,율현동,수서안심07,강남도시관제센터,윗방죽마을공원 앞
37.470301,127.104862,안심벨,율현동,수서안심07,강남도시관제센터,윗방죽마을공원 앞
37.470207,127.104844,보안등,율현동,수서안심07,,방죽어린이집 옆
37.470034,127.104531,노면표기,율현동,수서안심07,,방죽어린이집 앞
37.470066,127.104537,112위치신고,율현동,수서안심07,대왕파출소,방죽어린이집 앞
37.470066,127.104537,보안등,율현동,수서안심07,,방죽어린이집 앞
37.470066,127.104537,안심벨,율현동,수서안심07,강남도시관제센터,방죽어린이집 앞
37.470066,127.104537,CCTV,율현동,수서안심07,강남도시관제센터,방죽어린이집 앞
37.470066,127.104537,보안등,율현동,수서안심07,,방죽어린이집 앞
37.490814,127.081278,112위치신고,일원동,수서안심06,일원지구대,블루클럽 대청역점 앞
37.490814,127.081278,안심벨,일원동,수서안심06,강남도시관제센터,블루클럽 대청역점 앞
37.490814,127.081278,CCTV,일원동,수서안심06,강남도시관제센터,블루클럽 대청역점 앞
37.490743,127.081282,보안등,일원동,수서안심06,,블루클럽 대청역점 옆
37.490917,127.081513,112위치신고,일원동,수서안심06,일원지구대,대청명품세탁 앞
37.490917,127.081513,보안등,일원동,수서안심06,,대청명품세탁 앞
37.490941,127.081708,보안등,일원동,수서안심06,,스완빌 옆
37.491086,127.081905,보안등,일원동,수서안심06,,광현빌라A동 앞
37.491206,127.082161,112위치신고,일원동,수서안심06,일원지구대,광현빌라B동 앞
37.491206,127.082161,보안등,일원동,수서안심06,,광현빌라B동 앞
37.491331,127.082387,CCTV,일원동,수서안심06,강남도시관제센터,명성공인중개사 앞
37.491331,127.082387,112위치신고,일원동,수서안심06,일원지구대,명성공인중개사 앞
37.491331,127.082387,보안등,일원동,수서안심06,,명성공인중개사 앞
37.491311,127.082554,보안등,일원동,수서안심06,,강성교회 옆
37.491385,127.082557,보안등,일원동,수서안심06,,롯데슈퍼 앞
37.491385,127.082557,112위치신고,일원동,수서안심06,일원지구대,롯데슈퍼 앞
37.491385,127.082557,보안등,일원동,수서안심06,,롯데슈퍼 앞
37.491511,127.082837,112위치신고,일원동,수서안심06,일원지구대,어썸 옆
37.491511,127.082837,보안등,일원동,수서안심06,,어썸 옆
37.49148,127.08295,보안등,일원동,수서안심06,,커피잔 앞
37.491634,127.0832,보안등,일원동,수서안심06,,일원건강원 앞
37.491681,127.083185,112위치신고,일원동,수서안심06,일원지구대,강남재횔용센타 옆
37.491681,127.083185,보안등,일원동,수서안심06,,강남재횔용센타 옆
37.491629,127.083251,안심벨,일원동,수서안심06,강남도시관제센터,일원건강원 옆
37.491629,127.083251,CCTV,일원동,수서안심06,강남도시관제센터,일원건강원 옆
37.491769,127.083497,보안등,일원동,수서안심06,,주신방 옷수선 앞
37.491916,127.083692,112위치신고,일원동,수서안심06,일원지구대,드림캐슬 옆
37.491916,127.083692,보안등,일원동,수서안심06,,드림캐슬 옆
37.492047,127.084029,112위치신고,일원동,수서안심06,일원지구대,쥬와카페 앞
37.492047,127.084029,보안등,일원동,수서안심06,,쥬와카페 앞
37.492047,127.084029,CCTV,일원동,수서안심06,강남도시관제센터,쥬와카페 앞
37.492057,127.084123,노면표기,일원동,수서안심06,,박선장네2호점 옆
37.49221,127.084425,112위치신고,일원동,수서안심06,일원지구대,더치앤드립 앞
37.49221,127.084425,보안등,일원동,수서안심06,,더치앤드립 앞
37.492179,127.084624,보안등,일원동,수서안심06,,리코미용실 앞
37.492269,127.084595,보안등,일원동,수서안심06,,아울렛 앞
37.492043,127.084521,CCTV,일원동,수서안심06,강남도시관제센터,리코미용실 옆
37.492043,127.084521,안심벨,일원동,수서안심06,강남도시관제센터,리코미용실 옆
37.492283,127.08466,112위치신고,일원동,수서안심06,일원지구대,우리농산물할인점 앞
37.492283,127.08466,보안등,일원동,수서안심06,,우리농산물할인점 앞
37.492356,127.084899,보안등,일원동,수서안심06,,세븐일레븐 일원미래점 앞
37.49247,127.085259,112위치신고,일원동,수서안심06,일원지구대,유이하우스 앞
37.49247,127.085259,보안등,일원동,수서안심06,,유이하우스 앞
37.492504,127.085502,보안등,일원동,수서안심06,,미칠비루디저트카페 옆
37.492504,127.085502,안심벨,일원동,수서안심06,강남도시관제센터,미칠비루디저트카페 옆
37.492504,127.085502,CCTV,일원동,수서안심06,강남도시관제센터,미칠비루디저트카페 옆
37.49255,127.085562,노면표기,일원동,수서안심06,,내집부동산 앞
37.492664,127.085754,보안등,일원동,수서안심06,,김치나라 옆
37.492785,127.086114,112위치신고,일원동,수서안심06,일원지구대,일원로5길77 앞
37.492785,127.086114,보안등,일원동,수서안심06,,일원로5길77 앞
37.492733,127.086293,보안등,일원동,수서안심06,,강남힐링재가복지센터 앞
37.49282,127.086585,보안등,일원동,수서안심06,,미스터파닭 옆
37.492959,127.086568,112위치신고,일원동,수서안심06,일원지구대,미스터파닭 앞
37.492959,127.086568,보안등,일원동,수서안심06,,미스터파닭 앞
37.49291,127.086701,안심벨,일원동,수서안심06,강남도시관제센터,민건빌라 옆
37.49291,127.086701,CCTV,일원동,수서안심06,강남도시관제센터,민건빌라 옆
37.48961,127.033186,보안등,도곡동,수서안심01,,미니스톱도곡공원점
37.489504,127.033378,보안등,도곡동,수서안심01,,미니스톱도곡공원점
37.489504,127.033378,CCTV,도곡동,수서안심01,강남도시관제센터,미니스톱도곡공원점
37.489504,127.033378,안심벨,도곡동,수서안심01,강남도시관제센터,미니스톱도곡공원점
37.489504,127.033378,112위치신고,도곡동,수서안심01,도곡지구대,미니스톱도곡공원점
37.489301,127.033595,보안등,도곡동,수서안심01,,미니스톱도곡공원점
37.489065,127.033821,노면표기,도곡동,수서안심01,,브라운돈까스
37.48901,127.033912,보안등,도곡동,수서안심01,,브라운돈까스
37.489026,127.033815,보안등,도곡동,수서안심01,,브라운돈까스
37.489026,127.033815,112위치신고,도곡동,수서안심01,도곡지구대,브라운돈까스
37.488841,127.034124,보안등,도곡동,수서안심01,,잔치날
37.488841,127.034124,112위치신고,도곡동,수서안심01,도곡지구대,잔치날
37.48867,127.034328,CCTV,도곡동,수서안심01,강남도시관제센터,하이페리온
37.48867,127.034328,안심벨,도곡동,수서안심01,강남도시관제센터,하이페리온
37.488542,127.03448,112위치신고,도곡동,수서안심01,도곡지구대,하이페리온
37.488542,127.03448,보안등,도곡동,수서안심01,,하이페리온
37.488536,127.034425,노면표기,도곡동,수서안심01,,하이페리온
37.488239,127.03479,보안등,도곡동,수서안심01,,은광여중고등학교
37.48808,127.034923,보안등,도곡동,수서안심01,,은광여중고등학교
37.487924,127.035001,보안등,도곡동,수서안심01,,은광여중고등학교
37.487812,127.035052,보안등,도곡동,수서안심01,,은광여중고등학교
37.489601,127.033202,보안등,도곡동,수서안심01,,은광여중고등학교
37.487462,127.035263,보안등,도곡동,수서안심01,,은광여중고등학교
